NUM,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
333,2022,SE,FT,"Data Analyst",112900.000,USD,112900.000,US,100,US,M
334,2022,SE,FT,"Data Analyst",90320.000,USD,90320.000,US,100,US,M
335,2022,SE,FT,"Data Engineer",165400.000,USD,165400.000,US,100,US,M
336,2022,SE,FT,"Data Engineer",132320.000,USD,132320.000,US,100,US,M
337,2022,MI,FT,"Data Analyst",167000.000,USD,167000.000,US,100,US,M
338,2022,SE,FT,"Data Engineer",243900.000,USD,243900.000,US,100,US,M
339,2022,SE,FT,"Data Analyst",136600.000,USD,136600.000,US,100,US,M
340,2022,SE,FT,"Data Analyst",109280.000,USD,109280.000,US,100,US,M
341,2022,SE,FT,"Data Engineer",128875.000,USD,128875.000,US,100,US,M
342,2022,SE,FT,"Data Engineer",93700.000,USD,93700.000,US,100,US,M
343,2022,EX,FT,"Head of Data Science",224000.000,USD,224000.000,US,100,US,M
344,2022,EX,FT,"Head of Data Science",167875.000,USD,167875.000,US,100,US,M
345,2022,EX,FT,"Analytics Engineer",175000.000,USD,175000.000,US,100,US,M
346,2022,SE,FT,"Data Engineer",156600.000,USD,156600.000,US,100,US,M
347,2022,SE,FT,"Data Engineer",108800.000,USD,108800.000,US,0,US,M
348,2022,SE,FT,"Data Scientist",95550.000,USD,95550.000,US,0,US,M
349,2022,SE,FT,"Data Engineer",113000.000,USD,113000.000,US,0,US,L
350,2022,SE,FT,"Data Analyst",135000.000,USD,135000.000,US,100,US,M
351,2022,SE,FT,"Data Science Manager",161342.000,USD,161342.000,US,100,US,M
352,2022,SE,FT,"Data Science Manager",137141.000,USD,137141.000,US,100,US,M
353,2022,SE,FT,"Data Scientist",167000.000,USD,167000.000,US,100,US,M
354,2022,SE,FT,"Data Scientist",123000.000,USD,123000.000,US,100,US,M
355,2022,SE,FT,"Data Engineer",60000.000,GBP,78526.000,GB,0,GB,M
356,2022,SE,FT,"Data Engineer",50000.000,GBP,65438.000,GB,0,GB,M
357,2022,SE,FT,"Data Scientist",150000.000,USD,150000.000,US,0,US,M
358,2022,SE,FT,"Data Scientist",211500.000,USD,211500.000,US,100,US,M
359,2022,SE,FT,"Data Architect",192400.000,USD,192400.000,CA,100,CA,M
360,2022,SE,FT,"Data Architect",90700.000,USD,90700.000,CA,100,CA,M
361,2022,SE,FT,"Data Analyst",130000.000,USD,130000.000,CA,100,CA,M
362,2022,SE,FT,"Data Analyst",61300.000,USD,61300.000,CA,100,CA,M
363,2022,SE,FT,"Data Analyst",130000.000,USD,130000.000,CA,100,CA,M
364,2022,SE,FT,"Data Analyst",61300.000,USD,61300.000,CA,100,CA,M
365,2022,SE,FT,"Data Engineer",160000.000,USD,160000.000,US,0,US,L
366,2022,SE,FT,"Data Scientist",138600.000,USD,138600.000,US,100,US,M
367,2022,SE,FT,"Data Engineer",136000.000,USD,136000.000,US,0,US,M
368,2022,MI,FT,"Data Analyst",58000.000,USD,58000.000,US,0,US,S
369,2022,EX,FT,"Analytics Engineer",135000.000,USD,135000.000,US,100,US,M
370,2022,SE,FT,"Data Scientist",170000.000,USD,170000.000,US,100,US,M
371,2022,SE,FT,"Data Scientist",123000.000,USD,123000.000,US,100,US,M
372,2022,SE,FT,"Machine Learning Engineer",189650.000,USD,189650.000,US,0,US,M
373,2022,SE,FT,"Machine Learning Engineer",164996.000,USD,164996.000,US,0,US,M
374,2022,MI,FT,"ETL Developer",50000.000,EUR,54957.000,GR,0,GR,M
375,2022,MI,FT,"ETL Developer",50000.000,EUR,54957.000,GR,0,GR,M
376,2022,EX,FT,"Lead Data Engineer",150000.000,CAD,118187.000,CA,100,CA,S
377,2022,SE,FT,"Data Analyst",132000.000,USD,132000.000,US,0,US,M
378,2022,SE,FT,"Data Engineer",165400.000,USD,165400.000,US,100,US,M
379,2022,SE,FT,"Data Architect",208775.000,USD,208775.000,US,100,US,M
380,2022,SE,FT,"Data Architect",147800.000,USD,147800.000,US,100,US,M
381,2022,SE,FT,"Data Engineer",136994.000,USD,136994.000,US,100,US,M
382,2022,SE,FT,"Data Engineer",101570.000,USD,101570.000,US,100,US,M
383,2022,SE,FT,"Data Analyst",128875.000,USD,128875.000,US,100,US,M
384,2022,SE,FT,"Data Analyst",93700.000,USD,93700.000,US,100,US,M
385,2022,EX,FT,"Head of Machine Learning",6000000.000,INR,79039.000,IN,50,IN,L
386,2022,SE,FT,"Data Engineer",132320.000,USD,132320.000,US,100,US,M
387,2022,EN,FT,"Machine Learning Engineer",28500.000,GBP,37300.000,GB,100,GB,L
388,2022,SE,FT,"Data Analyst",164000.000,USD,164000.000,US,0,US,M
389,2022,SE,FT,"Data Engineer",155000.000,USD,155000.000,US,100,US,M
390,2022,MI,FT,"Machine Learning Engineer",95000.000,GBP,124333.000,GB,0,GB,M
391,2022,MI,FT,"Machine Learning Engineer",75000.000,GBP,98158.000,GB,0,GB,M
392,2022,MI,FT,"AI Scientist",120000.000,USD,120000.000,US,0,US,M
393,2022,SE,FT,"Data Analyst",112900.000,USD,112900.000,US,100,US,M
394,2022,SE,FT,"Data Analyst",90320.000,USD,90320.000,US,100,US,M
395,2022,SE,FT,"Data Analytics Manager",145000.000,USD,145000.000,US,100,US,M
396,2022,SE,FT,"Data Analytics Manager",105400.000,USD,105400.000,US,100,US,M
397,2022,MI,FT,"Machine Learning Engineer",80000.000,EUR,87932.000,FR,100,DE,M
398,2022,MI,FT,"Data Engineer",90000.000,GBP,117789.000,GB,0,GB,M
399,2022,SE,FT,"Data Scientist",215300.000,USD,215300.000,US,100,US,L
400,2022,SE,FT,"Data Scientist",158200.000,USD,158200.000,US,100,US,L
401,2022,SE,FT,"Data Engineer",209100.000,USD,209100.000,US,100,US,L
402,2022,SE,FT,"Data Engineer",154600.000,USD,154600.000,US,100,US,L
403,2022,SE,FT,"Data Analyst",115934.000,USD,115934.000,US,0,US,M
404,2022,SE,FT,"Data Analyst",81666.000,USD,81666.000,US,0,US,M
405,2022,SE,FT,"Data Engineer",175000.000,USD,175000.000,US,100,US,M
406,2022,MI,FT,"Data Engineer",75000.000,GBP,98158.000,GB,0,GB,M
407,2022,MI,FT,"Data Analyst",58000.000,USD,58000.000,US,0,US,S
408,2022,SE,FT,"Data Engineer",183600.000,USD,183600.000,US,100,US,L
409,2022,MI,FT,"Data Analyst",40000.000,GBP,52351.000,GB,100,GB,M
410,2022,SE,FT,"Data Scientist",180000.000,USD,180000.000,US,100,US,M
411,2022,MI,FT,"Data Scientist",55000.000,GBP,71982.000,GB,0,GB,M
412,2022,MI,FT,"Data Scientist",35000.000,GBP,45807.000,GB,0,GB,M
413,2022,MI,FT,"Data Engineer",60000.000,EUR,65949.000,GR,100,GR,M
414,2022,MI,FT,"Data Engineer",45000.000,EUR,49461.000,GR,100,GR,M
415,2022,MI,FT,"Data Engineer",60000.000,GBP,78526.000,GB,100,GB,M
416,2022,MI,FT,"Data Engineer",45000.000,GBP,58894.000,GB,100,GB,M
417,2022,SE,FT,"Data Scientist",260000.000,USD,260000.000,US,100,US,M
418,2022,SE,FT,"Data Science Engineer",60000.000,USD,60000.000,AR,100,MX,L
419,2022,MI,FT,"Data Engineer",63900.000,USD,63900.000,US,0,US,M
420,2022,MI,FT,"Machine Learning Scientist",160000.000,USD,160000.000,US,100,US,L
421,2022,MI,FT,"Machine Learning Scientist",112300.000,USD,112300.000,US,100,US,L
422,2022,MI,FT,"Data Science Manager",241000.000,USD,241000.000,US,100,US,M
423,2022,MI,FT,"Data Science Manager",159000.000,USD,159000.000,US,100,US,M
424,2022,SE,FT,"Data Scientist",180000.000,USD,180000.000,US,0,US,M
425,2022,SE,FT,"Data Scientist",80000.000,USD,80000.000,US,0,US,M
426,2022,MI,FT,"Data Engineer",82900.000,USD,82900.000,US,0,US,M
427,2022,SE,FT,"Data Engineer",100800.000,USD,100800.000,US,100,US,L
428,2022,MI,FT,"Data Engineer",45000.000,EUR,49461.000,ES,100,ES,M
429,2022,SE,FT,"Data Scientist",140400.000,USD,140400.000,US,0,US,L
430,2022,MI,FT,"Data Analyst",30000.000,GBP,39263.000,GB,100,GB,M
431,2022,MI,FT,"Data Analyst",40000.000,EUR,43966.000,ES,100,ES,M
432,2022,MI,FT,"Data Analyst",30000.000,EUR,32974.000,ES,100,ES,M
433,2022,MI,FT,"Data Engineer",80000.000,EUR,87932.000,ES,100,ES,M
434,2022,MI,FT,"Data Engineer",70000.000,EUR,76940.000,ES,100,ES,M
435,2022,MI,FT,"Data Engineer",80000.000,GBP,104702.000,GB,100,GB,M
436,2022,MI,FT,"Data Engineer",70000.000,GBP,91614.000,GB,100,GB,M
437,2022,MI,FT,"Data Engineer",60000.000,EUR,65949.000,ES,100,ES,M
438,2022,MI,FT,"Data Engineer",80000.000,EUR,87932.000,GR,100,GR,M
439,2022,SE,FT,"Machine Learning Engineer",189650.000,USD,189650.000,US,0,US,M
440,2022,SE,FT,"Machine Learning Engineer",164996.000,USD,164996.000,US,0,US,M
441,2022,MI,FT,"Data Analyst",40000.000,EUR,43966.000,GR,100,GR,M
442,2022,MI,FT,"Data Analyst",30000.000,EUR,32974.000,GR,100,GR,M
443,2022,MI,FT,"Data Engineer",75000.000,GBP,98158.000,GB,100,GB,M
444,2022,MI,FT,"Data Engineer",60000.000,GBP,78526.000,GB,100,GB,M
445,2022,SE,FT,"Data Scientist",215300.000,USD,215300.000,US,0,US,L
446,2022,MI,FT,"Data Engineer",70000.000,EUR,76940.000,GR,100,GR,M
447,2022,SE,FT,"Data Engineer",209100.000,USD,209100.000,US,100,US,L
448,2022,SE,FT,"Data Engineer",154600.000,USD,154600.000,US,100,US,L
449,2022,SE,FT,"Data Engineer",180000.000,USD,180000.000,US,100,US,M
450,2022,EN,FT,"ML Engineer",20000.000,EUR,21983.000,PT,100,PT,L
451,2022,SE,FT,"Data Engineer",80000.000,USD,80000.000,US,100,US,M
452,2022,MI,FT,"Machine Learning Developer",100000.000,CAD,78791.000,CA,100,CA,M
453,2022,EX,FT,"Director of Data Science",250000.000,CAD,196979.000,CA,50,CA,L
454,2022,MI,FT,"Machine Learning Engineer",120000.000,USD,120000.000,US,100,US,S
455,2022,EN,FT,"Computer Vision Engineer",125000.000,USD,125000.000,US,0,US,M
456,2022,MI,FT,"NLP Engineer",240000.000,CNY,37236.000,US,50,US,L
457,2022,SE,FT,"Data Engineer",105000.000,USD,105000.000,US,100,US,M
458,2022,SE,FT,"Lead Machine Learning Engineer",80000.000,EUR,87932.000,DE,0,DE,M
459,2022,MI,FT,"Business Data Analyst",1400000.000,INR,18442.000,IN,100,IN,M
460,2022,MI,FT,"Data Scientist",2400000.000,INR,31615.000,IN,100,IN,L
462,2022,EN,FT,"Financial Data Analyst",100000.000,USD,100000.000,US,50,US,L
463,2022,MI,PT,"Data Engineer",50000.000,EUR,54957.000,DE,50,DE,L
464,2022,EN,FT,"Data Scientist",1400000.000,INR,18442.000,IN,100,IN,M
465,2022,SE,FT,"Principal Data Scientist",148000.000,EUR,162674.000,DE,100,DE,M
466,2022,EN,FT,"Data Engineer",120000.000,USD,120000.000,US,100,US,M
467,2022,SE,FT,"Research Scientist",144000.000,USD,144000.000,US,50,US,L
468,2022,SE,FT,"Data Scientist",104890.000,USD,104890.000,US,100,US,M
469,2022,SE,FT,"Data Engineer",100000.000,USD,100000.000,US,100,US,M
470,2022,SE,FT,"Data Scientist",140000.000,USD,140000.000,US,100,US,M
471,2022,MI,FT,"Data Analyst",135000.000,USD,135000.000,US,100,US,M
472,2022,MI,FT,"Data Analyst",50000.000,USD,50000.000,US,100,US,M
473,2022,SE,FT,"Data Scientist",220000.000,USD,220000.000,US,100,US,M
474,2022,SE,FT,"Data Scientist",140000.000,USD,140000.000,US,100,US,M
475,2022,MI,FT,"Data Scientist",140000.000,GBP,183228.000,GB,0,GB,M
476,2022,MI,FT,"Data Scientist",70000.000,GBP,91614.000,GB,0,GB,M
477,2022,SE,FT,"Data Scientist",185100.000,USD,185100.000,US,100,US,M
478,2022,SE,FT,"Machine Learning Engineer",220000.000,USD,220000.000,US,100,US,M
479,2022,MI,FT,"Data Scientist",200000.000,USD,200000.000,US,100,US,M
480,2022,MI,FT,"Data Scientist",120000.000,USD,120000.000,US,100,US,M
481,2022,SE,FT,"Machine Learning Engineer",120000.000,USD,120000.000,AE,100,AE,S
482,2022,SE,FT,"Machine Learning Engineer",65000.000,USD,65000.000,AE,100,AE,S
483,2022,EX,FT,"Data Engineer",324000.000,USD,324000.000,US,100,US,M
484,2022,EX,FT,"Data Engineer",216000.000,USD,216000.000,US,100,US,M
485,2022,SE,FT,"Data Engineer",210000.000,USD,210000.000,US,100,US,M
486,2022,SE,FT,"Machine Learning Engineer",120000.000,USD,120000.000,US,100,US,M
487,2022,SE,FT,"Data Scientist",230000.000,USD,230000.000,US,100,US,M
488,2022,EN,PT,"Data Scientist",100000.000,USD,100000.000,DZ,50,DZ,M
489,2022,MI,FL,"Data Scientist",100000.000,USD,100000.000,CA,100,US,M
491,2022,SE,FT,"Head of Data",200000.000,USD,200000.000,MY,100,US,M
492,2022,MI,FT,"Principal Data Analyst",75000.000,USD,75000.000,CA,100,CA,S
493,2022,MI,FT,"Data Scientist",150000.000,PLN,35590.000,PL,100,PL,L
494,2022,SE,FT,"Machine Learning Developer",100000.000,CAD,78791.000,CA,100,CA,M
495,2022,SE,FT,"Data Scientist",100000.000,USD,100000.000,BR,100,US,M
496,2022,MI,FT,"Machine Learning Scientist",153000.000,USD,153000.000,US,50,US,M
497,2022,EN,FT,"Data Engineer",52800.000,EUR,58035.000,PK,100,DE,M
498,2022,SE,FT,"Data Scientist",165000.000,USD,165000.000,US,100,US,M
499,2022,SE,FT,"Research Scientist",85000.000,EUR,93427.000,FR,50,FR,L
500,2022,EN,FT,"Data Scientist",66500.000,CAD,52396.000,CA,100,CA,L
501,2022,SE,FT,"Machine Learning Engineer",57000.000,EUR,62651.000,NL,100,NL,L
502,2022,MI,FT,"Head of Data",30000.000,EUR,32974.000,EE,100,EE,S
503,2022,EN,FT,"Data Scientist",40000.000,USD,40000.000,JP,100,MY,L
504,2022,MI,FT,"Machine Learning Engineer",121000.000,AUD,87425.000,AU,100,AU,L
505,2022,SE,FT,"Data Engineer",115000.000,USD,115000.000,US,100,US,M
506,2022,EN,FT,"Data Scientist",120000.000,AUD,86703.000,AU,50,AU,M
508,2022,MI,FT,"Research Scientist",59000.000,EUR,64849.000,AT,0,AT,L
509,2022,EN,FT,"Research Scientist",120000.000,USD,120000.000,US,100,US,L
510,2022,MI,FT,"Applied Data Scientist",157000.000,USD,157000.000,US,100,US,L
512,2022,MI,FT,"Business Data Analyst",90000.000,CAD,70912.000,CA,50,CA,L
513,2022,EN,FT,"Data Engineer",65000.000,USD,65000.000,US,100,US,S
514,2022,SE,FT,"Machine Learning Engineer",65000.000,EUR,71444.000,IE,100,IE,S
515,2022,EN,FT,"Data Analytics Engineer",20000.000,USD,20000.000,PK,0,PK,M
516,2022,MI,FT,"Data Scientist",48000.000,USD,48000.000,RU,100,US,S
517,2022,SE,FT,"Data Science Manager",152500.000,USD,152500.000,US,100,US,M
518,2022,MI,FT,"Data Engineer",62000.000,EUR,68147.000,FR,100,FR,M
519,2022,MI,FT,"Data Scientist",115000.000,CHF,122346.000,CH,0,CH,L
520,2022,SE,FT,"Applied Data Scientist",380000.000,USD,380000.000,US,100,US,L
521,2022,MI,FT,"Data Scientist",88000.000,CAD,69336.000,CA,100,CA,M
522,2022,EN,FT,"Computer Vision Engineer",10000.000,USD,10000.000,PT,100,LU,M
523,2022,MI,FT,"Data Analyst",20000.000,USD,20000.000,GR,100,GR,S
524,2022,SE,FT,"Data Analytics Lead",405000.000,USD,405000.000,US,100,US,L
525,2022,MI,FT,"Data Scientist",135000.000,USD,135000.000,US,100,US,L
526,2022,SE,FT,"Applied Data Scientist",177000.000,USD,177000.000,US,100,US,L
527,2022,MI,FT,"Data Scientist",78000.000,USD,78000.000,US,100,US,M
528,2022,SE,FT,"Data Analyst",135000.000,USD,135000.000,US,100,US,M
529,2022,SE,FT,"Data Analyst",100000.000,USD,100000.000,US,100,US,M
530,2022,SE,FT,"Data Analyst",90320.000,USD,90320.000,US,100,US,M
531,2022,MI,FT,"Data Analyst",85000.000,USD,85000.000,CA,0,CA,M
532,2022,MI,FT,"Data Analyst",75000.000,USD,75000.000,CA,0,CA,M
533,2022,SE,FT,"Machine Learning Engineer",214000.000,USD,214000.000,US,100,US,M
534,2022,SE,FT,"Machine Learning Engineer",192600.000,USD,192600.000,US,100,US,M
535,2022,SE,FT,"Data Architect",266400.000,USD,266400.000,US,100,US,M
536,2022,SE,FT,"Data Architect",213120.000,USD,213120.000,US,100,US,M
537,2022,SE,FT,"Data Analyst",112900.000,USD,112900.000,US,100,US,M
538,2022,SE,FT,"Data Engineer",155000.000,USD,155000.000,US,100,US,M
539,2022,MI,FT,"Data Scientist",141300.000,USD,141300.000,US,0,US,M
540,2022,MI,FT,"Data Scientist",102100.000,USD,102100.000,US,0,US,M
541,2022,SE,FT,"Data Analyst",115934.000,USD,115934.000,US,100,US,M
542,2022,SE,FT,"Data Analyst",81666.000,USD,81666.000,US,100,US,M
543,2022,MI,FT,"Data Engineer",206699.000,USD,206699.000,US,0,US,M
544,2022,MI,FT,"Data Engineer",99100.000,USD,99100.000,US,0,US,M
545,2022,SE,FT,"Data Engineer",130000.000,USD,130000.000,US,100,US,M
546,2022,SE,FT,"Data Engineer",115000.000,USD,115000.000,US,100,US,M
547,2022,SE,FT,"Data Engineer",110500.000,USD,110500.000,US,100,US,M
548,2022,SE,FT,"Data Engineer",130000.000,USD,130000.000,US,100,US,M
549,2022,SE,FT,"Data Analyst",99050.000,USD,99050.000,US,100,US,M
550,2022,SE,FT,"Data Engineer",160000.000,USD,160000.000,US,100,US,M
551,2022,SE,FT,"Data Scientist",205300.000,USD,205300.000,US,0,US,L
552,2022,SE,FT,"Data Scientist",140400.000,USD,140400.000,US,0,US,L
553,2022,SE,FT,"Data Scientist",176000.000,USD,176000.000,US,100,US,M
554,2022,SE,FT,"Data Scientist",144000.000,USD,144000.000,US,100,US,M
555,2022,SE,FT,"Data Engineer",200100.000,USD,200100.000,US,100,US,M
556,2022,SE,FT,"Data Engineer",160000.000,USD,160000.000,US,100,US,M
557,2022,SE,FT,"Data Engineer",145000.000,USD,145000.000,US,100,US,M
558,2022,SE,FT,"Data Engineer",70500.000,USD,70500.000,US,0,US,M
559,2022,SE,FT,"Data Scientist",205300.000,USD,205300.000,US,0,US,M
560,2022,SE,FT,"Data Scientist",140400.000,USD,140400.000,US,0,US,M
561,2022,SE,FT,"Analytics Engineer",205300.000,USD,205300.000,US,0,US,M
562,2022,SE,FT,"Analytics Engineer",184700.000,USD,184700.000,US,0,US,M
563,2022,SE,FT,"Data Engineer",175100.000,USD,175100.000,US,100,US,M
564,2022,SE,FT,"Data Engineer",140250.000,USD,140250.000,US,100,US,M
565,2022,SE,FT,"Data Analyst",116150.000,USD,116150.000,US,100,US,M
566,2022,SE,FT,"Data Engineer",54000.000,USD,54000.000,US,0,US,M
567,2022,SE,FT,"Data Analyst",170000.000,USD,170000.000,US,100,US,M
568,2022,MI,FT,"Data Analyst",50000.000,GBP,65438.000,GB,0,GB,M
569,2022,SE,FT,"Data Analyst",80000.000,USD,80000.000,US,100,US,M
570,2022,SE,FT,"Data Scientist",140000.000,USD,140000.000,US,100,US,M
571,2022,SE,FT,"Data Scientist",210000.000,USD,210000.000,US,100,US,M
572,2022,SE,FT,"Data Scientist",140000.000,USD,140000.000,US,100,US,M
573,2022,SE,FT,"Data Analyst",100000.000,USD,100000.000,US,100,US,M
574,2022,SE,FT,"Data Analyst",69000.000,USD,69000.000,US,100,US,M
575,2022,SE,FT,"Data Scientist",210000.000,USD,210000.000,US,100,US,M
576,2022,SE,FT,"Data Scientist",140000.000,USD,140000.000,US,100,US,M
577,2022,SE,FT,"Data Scientist",210000.000,USD,210000.000,US,100,US,M
578,2022,SE,FT,"Data Analyst",150075.000,USD,150075.000,US,100,US,M
579,2022,SE,FT,"Data Engineer",100000.000,USD,100000.000,US,100,US,M
580,2022,SE,FT,"Data Engineer",25000.000,USD,25000.000,US,100,US,M
581,2022,SE,FT,"Data Analyst",126500.000,USD,126500.000,US,100,US,M
582,2022,SE,FT,"Data Analyst",106260.000,USD,106260.000,US,100,US,M
583,2022,SE,FT,"Data Engineer",220110.000,USD,220110.000,US,100,US,M
584,2022,SE,FT,"Data Engineer",160080.000,USD,160080.000,US,100,US,M
585,2022,SE,FT,"Data Analyst",105000.000,USD,105000.000,US,100,US,M
586,2022,SE,FT,"Data Analyst",110925.000,USD,110925.000,US,100,US,M
587,2022,MI,FT,"Data Analyst",35000.000,GBP,45807.000,GB,0,GB,M
588,2022,SE,FT,"Data Scientist",140000.000,USD,140000.000,US,100,US,M
589,2022,SE,FT,"Data Analyst",99000.000,USD,99000.000,US,0,US,M
590,2022,SE,FT,"Data Analyst",60000.000,USD,60000.000,US,100,US,M
591,2022,SE,FT,"Data Architect",192564.000,USD,192564.000,US,100,US,M
592,2022,SE,FT,"Data Architect",144854.000,USD,144854.000,US,100,US,M
593,2022,SE,FT,"Data Scientist",230000.000,USD,230000.000,US,100,US,M
594,2022,SE,FT,"Data Scientist",150000.000,USD,150000.000,US,100,US,M
595,2022,SE,FT,"Data Analytics Manager",150260.000,USD,150260.000,US,100,US,M
596,2022,SE,FT,"Data Analytics Manager",109280.000,USD,109280.000,US,100,US,M
597,2022,SE,FT,"Data Scientist",210000.000,USD,210000.000,US,100,US,M
598,2022,SE,FT,"Data Analyst",170000.000,USD,170000.000,US,100,US,M
599,2022,MI,FT,"Data Scientist",160000.000,USD,160000.000,US,100,US,M
600,2022,MI,FT,"Data Scientist",130000.000,USD,130000.000,US,100,US,M
601,2022,EN,FT,"Data Analyst",67000.000,USD,67000.000,CA,0,CA,M
602,2022,EN,FT,"Data Analyst",52000.000,USD,52000.000,CA,0,CA,M
603,2022,SE,FT,"Data Engineer",154000.000,USD,154000.000,US,100,US,M
604,2022,SE,FT,"Data Engineer",126000.000,USD,126000.000,US,100,US,M
605,2022,SE,FT,"Data Analyst",129000.000,USD,129000.000,US,0,US,M
606,2022,SE,FT,"Data Analyst",150000.000,USD,150000.000,US,100,US,M
607,2022,MI,FT,"AI Scientist",200000.000,USD,200000.000,IN,100,US,L
